scenario,wind_scenario,pv_scenario,hour,time,wind_pu,pv_pu,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,regular_load_mw,production_load_factor,process_load_factor,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,grid_purchase_mw,grid_sale_mw,grid_exchange_mw,case_name,production_t_per_day,full_load_equivalent_hours,equipment_utilization
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.5098,24.4578,0.0,24.4578,W1_PV3,72,24.0,1.0
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.7,26.252000000000002,0.0,26.252000000000002,W1_PV3,72,24.0,1.0
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.6202,26.036199999999997,0.0,26.036199999999997,W1_PV3,72,24.0,1.0
W1_PV3,1,3,11,11:00-12:00,0.1934,0.18,7.736,11.52,19.256,0.8024,0.3779,3.9000000000000004,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.4,26.144,0.0,26.144,W1_PV3,72,24.0,1.0
W1_PV3,1,3,12,12:00-13:00,0.2139,0.22,8.556000000000001,14.08,22.636000000000003,0.8024,0.3779,3.2598000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.7598,22.123799999999996,0.0,22.123799999999996,W1_PV3,72,24.0,1.0
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.1898,15.589799999999997,0.0,15.589799999999997,W1_PV3,72,24.0,1.0
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.13,26.902000000000005,0.0,26.902000000000005,W1_PV3,72,24.0,1.0
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.3202,27.104200000000002,0.0,27.104200000000002,W1_PV3,72,24.0,1.0
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.25,30.022000000000002,0.0,30.022000000000002,W1_PV3,72,24.0,1.0
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.6398,35.055800000000005,0.0,35.055800000000005,W1_PV3,72,24.0,1.0
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.11,36.402,0.0,36.402,W1_PV3,72,24.0,1.0
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.6198,37.8838,0.0,37.8838,W1_PV3,72,24.0,1.0
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.36,39.608,0.0,39.608,W1_PV3,72,24.0,1.0
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,39.4382,0.0,39.4382,W1_PV3,72,24.0,1.0
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.06,38.18,0.0,38.18,W1_PV3,72,24.0,1.0
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.788199999999996,0.0,39.788199999999996,W1_PV3,72,24.0,1.0
W1_PV3,1,3,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,33.0938,0.0,33.0938,W1_PV3,63,21.0,0.875
W1_PV3,1,3,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.5998,31.695800000000002,0.0,31.695800000000002,W1_PV3,63,21.0,0.875
W1_PV3,1,3,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.2998,27.147799999999997,0.0,27.147799999999997,W1_PV3,63,21.0,0.875
W1_PV3,1,3,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,29.178000000000004,0.0,29.178000000000004,W1_PV3,63,21.0,0.875
W1_PV3,1,3,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,27.608199999999997,0.0,27.608199999999997,W1_PV3,63,21.0,0.875
W1_PV3,1,3,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,24.406200000000002,0.0,24.406200000000002,W1_PV3,63,21.0,0.875
W1_PV3,1,3,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.0002,34.3722,0.0,34.3722,W1_PV3,63,21.0,0.875
W1_PV3,1,3,7,7:00-8:00,0.5701,0.02,22.804000000000002,1.28,24.084000000000003,0.6074,0.3779,3.3701999999999996,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.8702,20.786199999999994,0.0,20.786199999999994,W1_PV3,63,21.0,0.875
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.5098,24.4578,0.0,24.4578,W1_PV3,63,21.0,0.875
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.7,26.252000000000002,0.0,26.252000000000002,W1_PV3,63,21.0,0.875
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,0.3726216867469879,0.3726216867469879,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999997,1.1178650602409639,19.583999999999996,0.0,3.552713678800501e-15,-3.552713678800501e-15,W1_PV3,63,21.0,0.875
W1_PV3,1,3,11,11:00-12:00,0.1934,0.18,7.736,11.52,19.256,0.8024,0.3779,3.9000000000000004,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.4,26.144,0.0,26.144,W1_PV3,63,21.0,0.875
W1_PV3,1,3,12,12:00-13:00,0.2139,0.22,8.556000000000001,14.08,22.636000000000003,0.8024,0.3779,3.2598000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.7598,22.123799999999996,0.0,22.123799999999996,W1_PV3,63,21.0,0.875
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,0.6243421686746988,0.6243421686746988,12.486843373493976,12.486843373493976,0.9365132530120482,25.9102,1.8730265060240965,28.6,0.0,-0.0,0.0,W1_PV3,63,21.0,0.875
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,0.35175903614457826,0.35175903614457826,7.035180722891566,7.035180722891566,0.5276385542168673,14.597999999999999,1.0552771084337347,18.227999999999998,0.0,-0.0,0.0,W1_PV3,63,21.0,0.875
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.3202,27.104200000000002,0.0,27.104200000000002,W1_PV3,63,21.0,0.875
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.25,30.022000000000002,0.0,30.022000000000002,W1_PV3,63,21.0,0.875
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.6398,35.055800000000005,0.0,35.055800000000005,W1_PV3,63,21.0,0.875
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.11,36.402,0.0,36.402,W1_PV3,63,21.0,0.875
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,0.5338000000000003,0.0,0.5338000000000003,W1_PV3,63,21.0,0.875
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.5512771084337335,0.5512771084337335,11.025542168674669,11.025542168674669,0.8269156626506002,22.877999999999936,1.6538313253012005,24.737999999999936,20.985999999999937,0.0,20.985999999999937,W1_PV3,63,21.0,0.875
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,39.4382,0.0,39.4382,W1_PV3,63,21.0,0.875
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.06,38.18,0.0,38.18,W1_PV3,63,21.0,0.875
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.788199999999996,0.0,39.788199999999996,W1_PV3,63,21.0,0.875
W1_PV3,1,3,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,33.0938,0.0,33.0938,W1_PV3,54,18.0,0.75
W1_PV3,1,3,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.5998,31.695800000000002,0.0,31.695800000000002,W1_PV3,54,18.0,0.75
W1_PV3,1,3,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.2998,27.147799999999997,0.0,27.147799999999997,W1_PV3,54,18.0,0.75
W1_PV3,1,3,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,29.178000000000004,0.0,29.178000000000004,W1_PV3,54,18.0,0.75
W1_PV3,1,3,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,27.608199999999997,0.0,27.608199999999997,W1_PV3,54,18.0,0.75
W1_PV3,1,3,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,24.406200000000002,0.0,24.406200000000002,W1_PV3,54,18.0,0.75
W1_PV3,1,3,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.0002,34.3722,0.0,34.3722,W1_PV3,54,18.0,0.75
W1_PV3,1,3,7,7:00-8:00,0.5701,0.02,22.804000000000002,1.28,24.084000000000003,0.6074,0.3779,3.3701999999999996,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.8702,20.786199999999994,0.0,20.786199999999994,W1_PV3,54,18.0,0.75
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.5098,24.4578,0.0,24.4578,W1_PV3,54,18.0,0.75
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.7,26.252000000000002,0.0,26.252000000000002,W1_PV3,54,18.0,0.75
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,0.3726216867469879,0.3726216867469879,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999997,1.1178650602409639,19.583999999999996,0.0,3.552713678800501e-15,-3.552713678800501e-15,W1_PV3,54,18.0,0.75
W1_PV3,1,3,11,11:00-12:00,0.1934,0.18,7.736,11.52,19.256,0.8024,0.3779,3.9000000000000004,0.3700240963855422,0.3700240963855422,7.400481927710843,7.400481927710843,0.5550361445783133,15.356,1.1100722891566266,19.256,0.0,-0.0,0.0,W1_PV3,54,18.0,0.75
W1_PV3,1,3,12,12:00-13:00,0.2139,0.22,8.556000000000001,14.08,22.636000000000003,0.8024,0.3779,3.2598000000000003,0.4668963855421688,0.4668963855421688,9.337927710843376,9.337927710843376,0.7003445783132531,19.376200000000004,1.4006891566265063,22.636000000000003,0.0,-0.0,0.0,W1_PV3,54,18.0,0.75
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,0.6243421686746988,0.6243421686746988,12.486843373493976,12.486843373493976,0.9365132530120482,25.9102,1.8730265060240965,28.6,0.0,-0.0,0.0,W1_PV3,54,18.0,0.75
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,0.35175903614457826,0.35175903614457826,7.035180722891566,7.035180722891566,0.5276385542168673,14.597999999999999,1.0552771084337347,18.227999999999998,0.0,-0.0,0.0,W1_PV3,54,18.0,0.75
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.3202,27.104200000000002,0.0,27.104200000000002,W1_PV3,54,18.0,0.75
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.25,30.022000000000002,0.0,30.022000000000002,W1_PV3,54,18.0,0.75
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.6398,35.055800000000005,0.0,35.055800000000005,W1_PV3,54,18.0,0.75
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,0.12284337349397592,0.12284337349397592,2.4568674698795183,2.4568674698795183,0.1842650602409639,5.098000000000001,0.3685301204819278,7.708,0.0,8.881784197001252e-16,-8.881784197001252e-16,W1_PV3,54,18.0,0.75
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,0.5338000000000003,0.0,0.5338000000000003,W1_PV3,54,18.0,0.75
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.01,2.258,0.0,2.258,W1_PV3,54,18.0,0.75
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,0.49151325301204807,0.49151325301204807,9.830265060240961,9.830265060240961,0.7372698795180721,20.397799999999997,1.4745397590361442,22.027999999999995,18.335999999999995,0.0,18.335999999999995,W1_PV3,54,18.0,0.75
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.06,38.18,0.0,38.18,W1_PV3,54,18.0,0.75
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.788199999999996,0.0,39.788199999999996,W1_PV3,54,18.0,0.75
W1_PV3,1,3,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,33.0938,0.0,33.0938,W1_PV3,45,15.0,0.625
W1_PV3,1,3,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.5998,31.695800000000002,0.0,31.695800000000002,W1_PV3,45,15.0,0.625
W1_PV3,1,3,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.2998,27.147799999999997,0.0,27.147799999999997,W1_PV3,45,15.0,0.625
W1_PV3,1,3,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,29.178000000000004,0.0,29.178000000000004,W1_PV3,45,15.0,0.625
W1_PV3,1,3,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,27.608199999999997,0.0,27.608199999999997,W1_PV3,45,15.0,0.625
W1_PV3,1,3,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,24.406200000000002,0.0,24.406200000000002,W1_PV3,45,15.0,0.625
W1_PV3,1,3,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.0002,34.3722,0.0,34.3722,W1_PV3,45,15.0,0.625
W1_PV3,1,3,7,7:00-8:00,0.5701,0.02,22.804000000000002,1.28,24.084000000000003,0.6074,0.3779,3.3701999999999996,0.49912771084337354,0.49912771084337354,9.98255421686747,9.98255421686747,0.7486915662650603,20.7138,1.4973831325301206,24.084,0.0,3.552713678800501e-15,-3.552713678800501e-15,W1_PV3,45,15.0,0.625
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,0.410655421686747,0.410655421686747,8.21310843373494,8.21310843373494,0.6159831325301205,17.0422,1.231966265060241,21.052,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,0.367421686746988,0.367421686746988,7.34843373493976,7.34843373493976,0.551132530120482,15.248000000000001,1.102265060240964,19.448,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,0.3726216867469879,0.3726216867469879,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999997,1.1178650602409639,19.583999999999996,0.0,3.552713678800501e-15,-3.552713678800501e-15,W1_PV3,45,15.0,0.625
W1_PV3,1,3,11,11:00-12:00,0.1934,0.18,7.736,11.52,19.256,0.8024,0.3779,3.9000000000000004,0.3700240963855422,0.3700240963855422,7.400481927710843,7.400481927710843,0.5550361445783133,15.356,1.1100722891566266,19.256,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,12,12:00-13:00,0.2139,0.22,8.556000000000001,14.08,22.636000000000003,0.8024,0.3779,3.2598000000000003,0.4668963855421688,0.4668963855421688,9.337927710843376,9.337927710843376,0.7003445783132531,19.376200000000004,1.4006891566265063,22.636000000000003,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,0.6243421686746988,0.6243421686746988,12.486843373493976,12.486843373493976,0.9365132530120482,25.9102,1.8730265060240965,28.6,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,0.35175903614457826,0.35175903614457826,7.035180722891566,7.035180722891566,0.5276385542168673,14.597999999999999,1.0552771084337347,18.227999999999998,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,0.34688674698795174,0.34688674698795174,6.937734939759035,6.937734939759035,0.5203301204819276,14.395799999999998,1.0406602409638552,18.215999999999998,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,0.7121397590361433,0.7121397590361433,14.242795180722867,14.242795180722867,1.068209638554215,29.55379999999995,2.13641927710843,33.30379999999995,18.075799999999955,0.0,18.075799999999955,W1_PV3,45,15.0,0.625
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,0.15528192771084337,0.15528192771084337,3.1056385542168674,3.1056385542168674,0.23292289156626506,6.4441999999999995,0.4658457831325301,9.584,0.0,-0.0,0.0,W1_PV3,45,15.0,0.625
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,0.12284337349397592,0.12284337349397592,2.4568674698795183,2.4568674698795183,0.1842650602409639,5.098000000000001,0.3685301204819278,7.708,0.0,8.881784197001252e-16,-8.881784197001252e-16,W1_PV3,45,15.0,0.625
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,0.5338000000000003,0.0,0.5338000000000003,W1_PV3,45,15.0,0.625
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.01,2.258,0.0,2.258,W1_PV3,45,15.0,0.625
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,39.4382,0.0,39.4382,W1_PV3,45,15.0,0.625
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.06,38.18,0.0,38.18,W1_PV3,45,15.0,0.625
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.788199999999996,0.0,39.788199999999996,W1_PV3,45,15.0,0.625
W1_PV3,1,3,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,33.0938,0.0,33.0938,W1_PV3,36,12.0,0.5
W1_PV3,1,3,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.5998,31.695800000000002,0.0,31.695800000000002,W1_PV3,36,12.0,0.5
W1_PV3,1,3,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.2998,27.147799999999997,0.0,27.147799999999997,W1_PV3,36,12.0,0.5
W1_PV3,1,3,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,29.178000000000004,0.0,29.178000000000004,W1_PV3,36,12.0,0.5
W1_PV3,1,3,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,27.608199999999997,0.0,27.608199999999997,W1_PV3,36,12.0,0.5
W1_PV3,1,3,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,1.0,1.0,20.0,20.0,1.5,41.5,3.0,43.1302,24.406200000000002,0.0,24.406200000000002,W1_PV3,36,12.0,0.5
W1_PV3,1,3,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.0002,34.3722,0.0,34.3722,W1_PV3,36,12.0,0.5
W1_PV3,1,3,7,7:00-8:00,0.5701,0.02,22.804000000000002,1.28,24.084000000000003,0.6074,0.3779,3.3701999999999996,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,7.5202,0.0,16.563800000000004,-16.563800000000004,W1_PV3,36,12.0,0.5
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,0.410655421686747,0.410655421686747,8.21310843373494,8.21310843373494,0.6159831325301205,17.0422,1.231966265060241,21.052,0.0,-0.0,0.0,W1_PV3,36,12.0,0.5
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,0.367421686746988,0.367421686746988,7.34843373493976,7.34843373493976,0.551132530120482,15.248000000000001,1.102265060240964,19.448,0.0,-0.0,0.0,W1_PV3,36,12.0,0.5
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,0.3726216867469879,0.3726216867469879,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999997,1.1178650602409639,19.583999999999996,0.0,3.552713678800501e-15,-3.552713678800501e-15,W1_PV3,36,12.0,0.5
