mode,scenario,wind_scenario,pv_scenario,storage_capacity_mwh,storage_power_mw,日产氨量,设备利用率,常规负荷需求电量,常规负荷缺供电量,常规负荷供电保障率,制氨工艺用电量,离网服务负荷电量,离网需求电量,风电发电量,光伏发电量,新能源可发电量,新能源实际利用电量,弃风弃光电量,弃风弃光率,风光利用率,储能充电量,储能放电量,储能等效吞吐量,储能损耗及自损耗估计,新能源上网电量比例,新能源自发自用比例（离网实际消纳口径）,总用电量绿电比例（离网需求保障口径）,风电成本,光伏成本,碱性电解槽运维成本,PEM电解槽运维成本,合成氨装置运维成本,储能年化投资成本,储能充放电运维成本,日总成本,吨氨成本,能源自治是否满足常规负荷
offgrid_storage,W3_PV3,3,3,5.0,5.0,21.383132530120484,0.2969879518072289,60.72,0.0,1.0,295.79999999999995,356.52,356.52,271.40000000000003,85.12,356.52000000000004,356.52000000000004,0.0,0.0,1.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,1.0,1.0,40710.00000000001,10214.4,14255.421686746988,21383.13253012048,21.383132530120484,925.925925925926,0.0,87510.26327532352,4092.490337982788,1
offgrid_storage,W3_PV4,3,4,5.0,5.0,16.710361445783136,0.23208835341365466,60.72,0.0,1.0,231.16000000000003,291.88,291.88,271.40000000000003,20.480000000000004,291.88000000000005,291.88000000000005,0.0,0.0,1.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,1.0,1.0,40710.00000000001,2457.6000000000004,11140.240963855422,16710.361445783135,16.710361445783136,925.925925925926,0.0,71960.83869701027,4306.360393848309,1
offgrid_storage,W4_PV1,4,1,5.0,5.0,46.76993022751289,0.6495823642710123,60.72,0.0,1.0,646.9840348139282,707.7040348139283,707.7040348139283,367.484,509.44000000000005,876.924,708.7746688933422,168.14933110665777,0.19174903538580057,0.8082509646141994,5.55666889334224,4.486034813928212,10.042703707270451,1.070634079413935,0.0,0.8082509646141994,1.0,55122.6,61132.8,31179.953485008587,46769.93022751289,46.76993022751289,925.925925925926,100.42703707270452,195278.40660574764,4175.29822379066,1
offgrid_storage,W4_PV2,4,2,5.0,5.0,39.93174390284746,0.5546075542062147,60.72,0.0,1.0,552.3891239893899,613.1091239893899,613.1091239893899,367.484,250.88,618.364,614.1898099786301,4.174190021369851,0.006750376835278009,0.9932496231647219,5.566009978630161,4.485323989389814,10.051333968019975,1.0806859892402372,0.0,0.9932496231647219,1.0,55122.6,30105.6,26621.162601898304,39931.743902847455,39.93174390284746,925.925925925926,100.51333968019975,152847.47751425474,3827.718566114401,1
offgrid_storage,W4_PV3,4,3,5.0,5.0,28.319295969538363,0.39332355513247724,60.72,0.0,1.0,391.7502609119474,452.47026091194743,452.47026091194743,367.484,85.12,452.604,452.604,0.0,0.0,1.0,0.6979390880526491,0.5642000000000005,1.2621390880526495,0.13373908805255041,0.0,1.0,1.0,55122.6,10214.4,18879.530646358908,28319.29596953836,28.319295969538366,925.925925925926,12.621390880526494,113502.69322867326,4007.9630987564938,1
offgrid_storage,W4_PV4,4,4,5.0,5.0,23.646524885201014,0.32842395673890296,60.72,0.0,1.0,327.11026091194736,387.83026091194733,387.83026091194733,367.484,20.480000000000004,387.964,387.964,0.0,0.0,1.0,0.6979390880526491,0.5642000000000005,1.2621390880526495,0.1337390880526641,0.0,1.0,1.0,55122.6,2457.6000000000004,15764.349923467344,23646.52488520101,23.646524885201014,925.925925925926,12.621390880526494,97953.26865036,4142.395938764907,1
offgrid_storage,W5_PV1,5,1,5.0,5.0,43.702178313253015,0.6069746987951807,60.72,0.0,1.0,604.5468,665.2668,665.2668,309.98,509.44000000000005,819.4200000000001,666.3350861278113,153.0849138721888,0.18682106108245927,0.8131789389175408,5.559286127811178,4.491,10.050286127811177,1.0682861278113478,0.0,0.8131789389175408,1.0,46497.0,61132.8,29134.785542168676,43702.17831325301,43.702178313253015,925.925925925926,100.50286127811177,181536.89482093896,4153.955290734021,1
offgrid_storage,W5_PV2,5,2,5.0,5.0,35.76727228915662,0.49676767068273087,60.72,0.0,1.0,494.7806,555.5006,555.5006,309.98,250.88,560.86,556.5662688933422,4.29373110665777,0.007655620130973451,0.9923443798690266,5.55666889334224,4.491,10.047668893342241,1.065668893342263,0.0,0.9923443798690266,1.0,46497.0,30105.6,23844.848192771085,35767.27228915663,35.76727228915662,925.925925925926,100.47668893342241,137276.8903690762,3838.0586939724144,1
offgrid_storage,W5_PV3,5,3,5.0,5.0,24.172048192771086,0.3357228915662651,60.72,0.0,1.0,334.38,395.1,395.1,309.98,85.12,395.1,395.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46497.0,10214.4,16114.698795180724,24172.048192771083,24.172048192771086,925.925925925926,0.0,97948.24496207052,4052.1284824909044,1
offgrid_storage,W5_PV4,5,4,5.0,5.0,19.499277108433734,0.27082329317269077,60.72,0.0,1.0,269.74,330.46000000000004,330.46000000000004,309.98,20.480000000000004,330.46000000000004,330.46000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46497.0,2457.6000000000004,12999.518072289156,19499.277108433733,19.499277108433734,925.925925925926,0.0,82398.82038375725,4225.737186334898,1
offgrid_storage,W6_PV1,6,1,5.0,5.0,41.11119036144578,0.5709887550200803,60.72,0.0,1.0,568.7048,629.4248,629.4248,206.32,509.44000000000005,715.76,630.4907739033623,85.26922609663772,0.11913103008918872,0.8808689699108113,5.5569739033622785,4.491,10.047973903362278,1.0659739033623055,0.0,0.8808689699108113,1.0,30948.0,61132.8,27407.46024096386,41111.190361445784,41.111190361445786,925.925925925926,100.47973903362278,161666.96745773064,3932.432168379695,1
offgrid_storage,W6_PV2,6,2,5.0,5.0,28.66120481927711,0.3980722891566265,60.72,0.0,1.0,396.48,457.20000000000005,457.20000000000005,206.32,250.88,457.2,457.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30948.0,30105.6,19107.469879518074,28661.20481927711,28.66120481927711,925.925925925926,0.0,109776.86182954037,3830.1551704381263,1
offgrid_storage,W6_PV3,6,3,5.0,5.0,16.678554216867468,0.2316465863453815,60.72,0.0,1.0,230.72,291.44,291.44,206.32,85.12,291.44,291.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30948.0,10214.4,11119.036144578313,16678.55421686747,16.678554216867468,925.925925925926,0.0,69902.59484158858,4191.166328487527,1
offgrid_storage,W6_PV4,6,4,5.0,5.0,11.939130189217366,0.16582125262801897,60.72,0.0,1.0,165.15796761750687,225.87796761750687,225.87796761750687,206.32,20.480000000000004,226.8,226.8,0.0,0.0,1.0,4.6678000000000015,3.74576761750688,8.413567617506882,0.9220323824931427,0.0,1.0,1.0,30948.0,2457.6000000000004,7959.420126144912,11939.130189217365,11.939130189217366,925.925925925926,84.13567617506882,54326.15104765249,4550.260377989369,1
