mode,scenario,wind_scenario,pv_scenario,storage_capacity_mwh,storage_power_mw,日产氨量,设备利用率,常规负荷需求电量,常规负荷缺供电量,常规负荷供电保障率,制氨工艺用电量,离网服务负荷电量,离网需求电量,风电发电量,光伏发电量,新能源可发电量,新能源实际利用电量,弃风弃光电量,弃风弃光率,风光利用率,储能充电量,储能放电量,储能等效吞吐量,储能损耗及自损耗估计,新能源上网电量比例,新能源自发自用比例（离网实际消纳口径）,总用电量绿电比例（离网需求保障口径）,风电成本,光伏成本,碱性电解槽运维成本,PEM电解槽运维成本,合成氨装置运维成本,储能年化投资成本,储能充放电运维成本,日总成本,吨氨成本,能源自治是否满足常规负荷,ammonia_gain_t,curtailment_reduction_mwh
offgrid_storage,W4_PV1,4,1,215.0,215.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,39814.81481481482,3121.0855410163163,253332.15510692663,4487.675322086823,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,220.0,220.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,40740.74074074074,3121.0855410163163,254258.08103285253,4504.077720456285,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,225.0,225.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,41666.666666666664,3121.0855410163163,255184.00695877845,4520.480118825747,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,230.0,230.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,42592.59259259259,3121.0855410163163,256109.93288470438,4536.8825171952085,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,235.0,235.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,43518.51851851852,3121.0855410163163,257035.8588106303,4553.284915564671,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,240.0,240.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,44444.444444444445,3121.0855410163163,257961.78473655623,4569.687313934133,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,245.0,245.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,45370.37037037037,3121.0855410163163,258887.71066248216,4586.089712303595,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,250.0,250.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,46296.2962962963,3121.0855410163163,259813.6365884081,4602.492110673057,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,255.0,255.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,47222.22222222222,3121.0855410163163,260739.56251433401,4618.8945090425195,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,260.0,260.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,48148.148148148146,3121.0855410163163,261665.48844025994,4635.296907411981,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,265.0,265.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,49074.07407407407,3121.0855410163163,262591.4143661859,4651.699305781444,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,270.0,270.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,50000.0,3121.0855410163163,263517.3402921118,4668.101704150906,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,275.0,275.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,50925.92592592593,3121.0855410163163,264443.26621803775,4684.504102520368,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,280.0,280.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,51851.851851851854,3121.0855410163163,265369.19214396365,4700.90650088983,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,285.0,285.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,52777.77777777778,3121.0855410163163,266295.1180698896,4717.308899259292,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,290.0,290.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,53703.7037037037,3121.0855410163163,267221.0439958155,4733.711297628754,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,295.0,295.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,54629.62962962963,3121.0855410163163,268146.9699217414,4750.113695998216,1,10.264218368792648,177.2918
offgrid_storage,W4_PV1,4,1,300.0,300.0,56.45064246517819,0.7840367009052527,60.72,0.0,1.0,780.9005541016317,841.6205541016317,841.6205541016317,367.484,509.44000000000005,876.924,876.924,0.0,0.0,1.0,173.706,138.40255410163164,312.1085541016316,35.303445898368295,0.0,1.0,1.0,55122.6,61132.8,37633.761643452126,56450.64246517819,56.45064246517819,55555.555555555555,3121.0855410163163,269072.89584766736,4766.516094367678,1,10.264218368792648,177.2918
