mode,scenario,wind_scenario,pv_scenario,日产氨量,设备利用率,典型日总用电量,常规电负荷用电量,制氨工艺用电量,风电发电量,光伏发电量,新能源发电量,网购电量,上网电量,新能源自发自用电量（物理/政策口径）,新能源自发自用比例（物理/政策口径）,总用电量绿电比例,新能源上网电量比例,风电成本,光伏成本,购电成本,碱性电解槽运维成本,PEM电解槽运维成本,合成氨装置运维成本,余电上网收益,日总成本（扣除售电收益后）,吨氨成本,target_ammonia_t
grid_connected_same_production,W4_PV1,4,1,46.76993022751289,0.6495823642710123,707.7040348139283,60.72,646.9840348139282,367.484,509.44000000000005,876.924,188.95419999999996,358.17416518607166,518.7498348139284,0.5915562064830343,0.7330039243740071,0.40844379351696575,55122.6,61132.8,64697.918079999974,31179.953485008595,46769.93022751289,46.76993022751289,135354.01702381647,123595.9546989325,2642.6371409514295,46.76993022751289
grid_connected_same_production,W4_PV2,4,2,39.93174390284745,0.5546075542062145,613.1091239893898,60.72,552.3891239893898,367.484,250.88,618.364,203.03419999999994,208.2890760106102,410.07492398938984,0.6631610572242075,0.6688449216366358,0.3368389427757925,55122.6,30105.6,69518.91007999997,26621.1626018983,39931.74390284745,39.93174390284745,78712.44182440959,142627.506504239,3571.7825610433338,39.93174390284746
grid_connected_same_production,W4_PV3,4,3,28.31929596953836,0.3933235551324772,452.4702609119473,60.72,391.7502609119473,367.484,85.12,452.604,203.03419999999994,203.1679390880526,249.43606091194738,0.5511132489150502,0.5512761444458528,0.4488867510849498,55122.6,10214.4,69518.91007999997,18879.530646358908,28319.29596953836,28.31929596953836,76777.16418137508,105305.8918104917,3718.520824944375,28.319295969538363
grid_connected_same_production,W4_PV4,4,4,23.646524885201007,0.3284239567389029,387.8302609119473,60.72,327.11026091194725,367.484,20.480000000000004,387.964,198.1444609119472,198.27819999999988,189.6858000000001,0.48892629213019795,0.48909489309568405,0.5110737078698021,55122.6,2457.6000000000004,67844.66341625073,15764.34992346734,23646.524885201008,23.646524885201007,74929.33177999996,89930.05296980431,3803.0980622478837,23.646524885201014
grid_connected_same_production,W5_PV1,5,1,43.702178313253015,0.6069746987951807,665.2668,60.72,604.5468000000001,309.98,509.44000000000005,819.4200000000001,212.75019999999995,366.9033999999999,452.51660000000015,0.5522401210612385,0.6802031906597475,0.4477598789387614,46497.0,61132.8,72845.66848,29134.785542168676,43702.17831325302,43.702178313253015,138652.79485999997,114703.33965373496,2624.6595497266167,43.702178313253015
grid_connected_same_production,W5_PV2,5,2,35.76727228915662,0.49676767068273087,555.5006,60.72,494.78059999999994,309.98,250.88,560.86,226.83019999999996,232.1896000000001,328.6703999999999,0.5860114823663658,0.5916652475262852,0.4139885176336342,46497.0,30105.6,77666.66047999999,23844.84819277108,35767.27228915662,35.76727228915662,87744.44984000004,126172.6983942168,3527.601919827359,35.76727228915662
grid_connected_same_production,W5_PV3,5,3,24.172048192771086,0.3357228915662651,395.1,60.72,334.38,309.98,85.12,395.1,225.06019999999998,225.0602,170.0398,0.43037155150594786,0.43037155150594786,0.5696284484940521,46497.0,10214.4,77060.61248,16114.698795180724,24172.048192771086,24.172048192771086,85050.24958,89032.6819361446,3683.290767340551,24.172048192771086
grid_connected_same_production,W5_PV4,5,4,19.499277108433198,0.2708232931726833,330.45999999999253,60.72,269.73999999999256,309.98,20.480000000000004,330.46000000000004,180.01799999999668,180.01800000000145,150.4419999999986,0.455250257217208,0.4552502572172184,0.544749742782792,46497.0,2457.6000000000004,61638.16319999886,12999.5180722888,19499.277108433198,19.499277108433198,68028.80220000056,75082.25545782872,3850.514818590714,19.499277108433734
grid_connected_same_production,W6_PV1,6,1,41.11119036144578,0.5709887550200803,629.4247999999999,60.72,568.7048,206.32,509.44000000000005,715.76,243.18619999999996,329.5214000000001,386.2385999999999,0.5396202637755672,0.6136374035468574,0.4603797362244329,30948.0,61132.8,83266.95487999998,27407.460240963854,41111.190361445784,41.11119036144578,124526.13706000004,119381.37961277098,2903.8657981727347,41.11119036144578
grid_connected_same_production,W6_PV2,6,2,28.661204819277103,0.3980722891566264,457.1999999999999,60.72,396.4799999999999,206.32,250.88,457.2,257.26619999999997,257.26620000000014,199.93379999999985,0.4373005249343829,0.437300524934383,0.5626994750656171,30948.0,30105.6,88087.94687999997,19107.469879518067,28661.204819277104,28.661204819277103,97220.89698000005,99717.98580361437,3479.197278425139,28.66120481927711
grid_connected_same_production,W6_PV3,6,3,16.67855421686746,0.2316465863453814,291.4399999999999,60.72,230.7199999999999,206.32,85.12,291.44,177.4883999999999,177.48839999999998,113.95160000000001,0.3909950590172935,0.39099505901729364,0.6090049409827065,30948.0,10214.4,60772.02815999996,11119.03614457831,16678.554216867466,16.67855421686746,67072.86636,62675.83071566258,3757.86953117776,16.678554216867468
grid_connected_same_production,W6_PV4,6,4,11.939130189217364,0.16582125262801894,225.87796761750684,60.72,165.15796761750687,206.32,20.480000000000004,226.8,131.31036761750676,132.23239999999993,94.56760000000008,0.41696472663139367,0.41866677391102286,0.5830352733686064,30948.0,2457.6000000000004,44960.669872234306,7959.42012614491,11939.130189217363,11.939130189217364,49970.623959999975,48306.13535778582,4046.034727170723,11.939130189217366
